# Real gene-level constraint metrics from gnomAD.
#
# Source: gnomAD gene constraint metrics (gnomad.v4.1.constraint_metrics.tsv), downloaded from
#   https://storage.googleapis.com/gcp-public-data--gnomad/release/4.1/constraint/gnomad.v4.1.constraint_metrics.tsv
# Version: v4.1 (parsed from the source filename; the TSV body carries no version column)
# Retrieved: 2026-08-28
# Licence: public domain (CC0). gnomAD requests attribution/citation to the flagship publication wherever the data are used; no other restriction applies.
#   See https://gnomad.broadinstitute.org/policies
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# One row per gene: gnomAD reports constraint per TRANSCRIPT, so for each gene the MANE Select transcript is preferred, then the canonical transcript, then the lexicographically smallest transcript ID (deterministic tie-break; mirrors mva.annotation.local_tables._consequence_sort_key). Only transcripts carrying an Ensembl gene ID (gene_id starting 'ENSG') are used, so ensembl_gene_id is always populated for an included gene; the gnomAD 'gene' value literally equal to 'NA' (its own missing-gene sentinel) is excluded entirely, not treated as a gene symbol.
#
# pli = lof.pLI, loeuf = lof.oe_ci.upper, mis_z = mis.z_score -- gnomAD's own high-confidence-pLoF-only ('lof.', not the merged 'lof_hc_lc.' set) and sample-size-calibrated ('z_score', not 'z_raw') columns: the same metrics gnomAD's browser shows on a gene's page. A gene with an insufficient expected-variant count for a metric ('NA' in the source) has an EMPTY cell here, NEVER 0 -- an empty LOEUF means unmeasured, not "extremely constrained" (GP-14).
# constraint_flags carries gnomAD's own QC flags for the selected transcript (e.g. no_exp_lof, outlier_mis), comma-separated; empty means no flag was set.
#
# KNOWN COVERAGE GAP in this download (found by inspecting the file, not assumed): it contains autosomal genes (chr1-chr22) ONLY. No chrX or chrY gene appears anywhere in the source (verified directly: e.g. DMD, AR, ATRX, ATP7A, BTK are entirely absent), and the mitochondrial genome has no nuclear-LOFTEE-style constraint model at all. A gene absent from this table may be real and clinically important -- absence here means "not covered by this gnomAD release/download," never "unconstrained."
#
# Accounting: 211523 transcript rows read, 802 with gnomAD's own 'NA' gene sentinel (excluded), 18203 distinct real gene symbols seen, 88 of those have no Ensembl-tagged transcript row at all and are excluded from this table: ADGRF2, ANP32C, BTNL10, C11orf40, C2orf83, C6orf201, C9orf163, C9orf47, CARD17, CENPBD1, CLECL1, CNPY3-GNMT, CRYZL2P-SEC16B, DNAJB3, EEF1AKNMT, ERV3-1-ZNF117, FAM207A, FOLH1B, GPR75-ASB3, KIAA0754, ... (68 more).
# 18115 genes included below.
gene_symbol	ensembl_gene_id	transcript_id	canonical	mane_select	pli	loeuf	mis_z	constraint_flags	source	version
CSTF2T	ENSG00000177613	ENST00000331173	true	true	0.10009	0.647	1.9959		gnomAD	v4.1
CSTF3	ENSG00000176102	ENST00000323959	true	true	0.99999	0.376	5.4998		gnomAD	v4.1
CSTL1	ENSG00000125823	ENST00000347397	true	true	0.0048999	1.54	0.27067		gnomAD	v4.1
CTAGE1	ENSG00000212710	ENST00000391403	true	true			-0.94524	no_exp_lof	gnomAD	v4.1
CTAGE15	ENSG00000271079	ENST00000420911	true	true	0.79726	0.7	1.2959		gnomAD	v4.1
CTAGE4	ENSG00000288784	ENST00000486333	true	true			2.848	no_exp_lof	gnomAD	v4.1
CTAGE6	ENSG00000271321	ENST00000470691	true	true	0.99741	0.345	4.3166		gnomAD	v4.1
CTAGE8	ENSG00000289604	ENST00000487179	true	true			2.3023	no_exp_lof	gnomAD	v4.1
CTAGE9	ENSG00000236761	ENST00000314099	true	true	0.41257	1.713	5.942	outlier_syn	gnomAD	v4.1
CTBP1	ENSG00000159692	ENST00000382952	true	true	0.9459	0.533	2.2636		gnomAD	v4.1
CTBP2	ENSG00000175029	ENST00000309035	true	true	0.81782	0.522	1.6895		gnomAD	v4.1
CTBS	ENSG00000117151	ENST00000370630	true	true	1.0186e-07	1.084	-0.33453		gnomAD	v4.1
CTC1	ENSG00000178971	ENST00000651323	true	true	4.0781e-18	0.776	1.0969		gnomAD	v4.1
CTCF	ENSG00000102974	ENST00000264010	true	true	1	0.205	4.8464		gnomAD	v4.1
CTCFL	ENSG00000124092	ENST00000243914	true	true	8.2655e-05	0.669	1.1139		gnomAD	v4.1
CTDNEP1	ENSG00000175826	ENST00000574322	true	true	0.99995	0.239	3.1498		gnomAD	v4.1
CTDP1	ENSG00000060069	ENST00000613122	true	true	2.7597e-05	0.65	0.82764		gnomAD	v4.1
CTDSP1	ENSG00000144579	ENST00000273062	true	true	0.091069	0.686	1.2639		gnomAD	v4.1
CTDSP2	ENSG00000175215	ENST00000398073	true	true	0.97367	0.511	1.8425		gnomAD	v4.1
CTDSPL	ENSG00000144677	ENST00000273179	true	true	0.9978	0.369	2.106		gnomAD	v4.1
CTDSPL2	ENSG00000137770	ENST00000260327	true	true	0.99939	0.184	0.40184		gnomAD	v4.1
CTF1	ENSG00000150281	ENST00000279804	true	true	1.6729e-06	1.959	-2.2418		gnomAD	v4.1
CTH	ENSG00000116761	ENST00000370938	true	true	1.0152e-10	1.078	0.67056		gnomAD	v4.1
CTHRC1	ENSG00000164932	ENST00000330295	true	true	7.6239e-06	1.127	0.40525		gnomAD	v4.1
CTIF	ENSG00000134030	ENST00000256413	true	true	0.98959	0.487	1.1112		gnomAD	v4.1
CTLA4	ENSG00000163599	ENST00000648405	true	true	0.99829	0.211	2.0899		gnomAD	v4.1
CTNNA1	ENSG00000044115	ENST00000302763	true	true	0.97254	0.491	4.1777		gnomAD	v4.1
CTNNA2	ENSG00000066032	ENST00000402739	true	true	0.97551	0.491	3.6947		gnomAD	v4.1
CTNNA3	ENSG00000183230	ENST00000433211	true	true	2.7314e-13	0.875	-0.48097		gnomAD	v4.1
CTNNAL1	ENSG00000119326	ENST00000325551	true	true	3.4724e-13	0.898	0.32884		gnomAD	v4.1
CTNNB1	ENSG00000168036	ENST00000349496	true	true	1	0.139	5.7223		gnomAD	v4.1
CTNNBIP1	ENSG00000178585	ENST00000377263	true	true	0.013134	1.285	0.030773		gnomAD	v4.1
CTNNBL1	ENSG00000132792	ENST00000361383	true	true	0.008296	0.647	2.5646		gnomAD	v4.1
CTNND1	ENSG00000198561	ENST00000399050	true	true	1	0.187	2.7344		gnomAD	v4.1
CTNND2	ENSG00000169862	ENST00000304623	true	true	1	0.228	2.5135		gnomAD	v4.1
CTNS	ENSG00000040531	ENST00000046640	true	true	0.0010072	0.754	0.64366		gnomAD	v4.1
CTPS1	ENSG00000171793	ENST00000650070	true	true	0.99986	0.423	3.885		gnomAD	v4.1
CTR9	ENSG00000198730	ENST00000361367	true	true	1	0.368	4.7753		gnomAD	v4.1
CTRB1	ENSG00000168925	ENST00000361017	true	true	4.6278e-05	1.902	-1.4694		gnomAD	v4.1
CTRB2	ENSG00000168928	ENST00000303037	true	true	0.36026	1.168	-1.1148		gnomAD	v4.1
CTRC	ENSG00000162438	ENST00000375949	true	true	4.5697e-10	1.147	1.0022		gnomAD	v4.1
CTRL	ENSG00000141086	ENST00000574481	true	true	4.7747e-14	1.372	0.52126		gnomAD	v4.1
CTSA	ENSG00000064601	ENST00000646241	true	true	1.4137e-09	0.851	1.6492		gnomAD	v4.1
CTSB	ENSG00000164733	ENST00000353047	true	true	4.3277e-25	1.756	-5.2014	outlier_mis,outlier_syn	gnomAD	v4.1
CTSC	ENSG00000109861	ENST00000227266	true	true	2.2986e-08	1.051	-0.54589		gnomAD	v4.1
CTSD	ENSG00000117984	ENST00000236671	true	true	1.4812e-06	0.886	1.2419		gnomAD	v4.1
CTSE	ENSG00000196188	ENST00000358184	true	true	2.37e-11	1.183	-0.20111		gnomAD	v4.1
CTSF	ENSG00000174080	ENST00000310325	true	true	1.0803e-23	1.296	-0.64111		gnomAD	v4.1
CTSG	ENSG00000100448	ENST00000216336	true	true	1.8346e-08	1.391	0.53143		gnomAD	v4.1
CTSH	ENSG00000103811	ENST00000220166	true	true	5.962e-15	1.267	0.11121		gnomAD	v4.1
CTSK	ENSG00000143387	ENST00000271651	true	true	0.0068816	0.748	2.1653		gnomAD	v4.1
CTSL	ENSG00000135047	ENST00000343150	true	true	1.0187e-05	0.932	1.2023		gnomAD	v4.1
CTSO	ENSG00000256043	ENST00000433477	true	true	1.4438e-10	1.506	-1.4696		gnomAD	v4.1
CTSS	ENSG00000163131	ENST00000368985	true	true	0.19484	0.664	2.6897		gnomAD	v4.1
CTSV	ENSG00000136943	ENST00000259470	true	true	3.8871e-12	1.374	0.32843		gnomAD	v4.1
CTSW	ENSG00000172543	ENST00000307886	true	true	1.5025e-12	1.135	0.43416		gnomAD	v4.1
CTSZ	ENSG00000101160	ENST00000217131	true	true	6.2092e-20	1.628	0.11649		gnomAD	v4.1
CTTN	ENSG00000085733	ENST00000301843	true	true	0.99261	0.48	1.418		gnomAD	v4.1
CTTNBP2	ENSG00000077063	ENST00000160373	true	true	3.1192e-16	0.774	1.5571		gnomAD	v4.1
CTTNBP2NL	ENSG00000143079	ENST00000271277	true	true	0.003347	0.993	1.6954		gnomAD	v4.1
CTU1	ENSG00000142544	ENST00000421832	true	true	1.8254e-09	1.978	-4.2309	outlier_mis,outlier_syn	gnomAD	v4.1
CTU2	ENSG00000174177	ENST00000453996	true	true	5.4023e-34	1.535	-5.9994	outlier_mis,outlier_syn	gnomAD	v4.1
CTXN1	ENSG00000178531	ENST00000318978	true	true	0.0081652	1.939	-1.611		gnomAD	v4.1
CTXN2	ENSG00000233932	ENST00000417307	true	true	0.18045	1.288	0.37258		gnomAD	v4.1
CTXN3	ENSG00000205279	ENST00000379445	true	true	0.026238	1.771	0.47209		gnomAD	v4.1
CUBN	ENSG00000107611	ENST00000377833	true	true	1.0686e-57	0.756	1.0005		gnomAD	v4.1
CUEDC1	ENSG00000180891	ENST00000577830	true	true	7.8215e-08	0.959	0.67953		gnomAD	v4.1
CUEDC2	ENSG00000107874	ENST00000369937	true	true	0.99612	0.457	2.1961		gnomAD	v4.1
CUL1	ENSG00000055130	ENST00000325222	true	true	1	0.294	6.4881		gnomAD	v4.1
CUL2	ENSG00000108094	ENST00000374749	true	true	1	0.305	2.5557		gnomAD	v4.1
CUL3	ENSG00000036257	ENST00000264414	true	true	0.99999	0.365	5.156		gnomAD	v4.1
CUL4A	ENSG00000139842	ENST00000375440	true	true	1	0.324	2.9265		gnomAD	v4.1
CUL5	ENSG00000166266	ENST00000393094	true	true	0.97606	0.506	3.6507		gnomAD	v4.1
CUL7	ENSG00000044090	ENST00000265348	true	true	1.197e-11	0.62	2.9059		gnomAD	v4.1
CUL9	ENSG00000112659	ENST00000252050	true	true	1	0.334	5.2734		gnomAD	v4.1
CUTA	ENSG00000112514	ENST00000488034	true	true	1.1361e-08	1.358	0.20444		gnomAD	v4.1
CUTC	ENSG00000119929	ENST00000370476	true	true	1.249e-05	1.218	0.32413		gnomAD	v4.1
CUX1	ENSG00000257923	ENST00000292535	true	true	1	0.277	3.1172		gnomAD	v4.1
CUX2	ENSG00000111249	ENST00000261726	true	true	1	0.383	2.1579		gnomAD	v4.1
CUZD1	ENSG00000138161	ENST00000392790	true	true	1.143e-13	1.066	1.0113		gnomAD	v4.1
CWC15	ENSG00000150316	ENST00000279839	true	true	0.7572	0.658	1.4137		gnomAD	v4.1
CWC22	ENSG00000163510	ENST00000410053	true	true	1.9441e-07	0.875	0.96759		gnomAD	v4.1
CWC25	ENSG00000273559	ENST00000614790	true	true	7.5721e-05	0.796	1.1738		gnomAD	v4.1
CWC27	ENSG00000153015	ENST00000381070	true	true	4.1569e-06	1.181	0.75484		gnomAD	v4.1
CWF19L1	ENSG00000095485	ENST00000354105	true	true	6.1789e-14	1.204	0.73674		gnomAD	v4.1
CWF19L2	ENSG00000152404	ENST00000282251	true	true	3.5061e-11	1.035	-0.64025		gnomAD	v4.1
CWH43	ENSG00000109182	ENST00000226432	true	true	8.649e-23	1.313	0.10679		gnomAD	v4.1
CX3CL1	ENSG00000006210	ENST00000006053	true	true	0.91048	0.577	0.43367		gnomAD	v4.1
CX3CR1	ENSG00000168329	ENST00000399220	true	true	0.53222	1.381	1.5925		gnomAD	v4.1
CXADR	ENSG00000154639	ENST00000284878	true	true	0.0041939	0.751	2.0578		gnomAD	v4.1
CXCL1	ENSG00000163739	ENST00000395761	true	true	0.0046988	1.205	-0.2625		gnomAD	v4.1
CXCL10	ENSG00000169245	ENST00000306602	true	true	0.10077	0.997	0.18662		gnomAD	v4.1
CXCL11	ENSG00000169248	ENST00000306621	true	true	0.091185	1.016	0.51057		gnomAD	v4.1
CXCL12	ENSG00000107562	ENST00000343575	true	true	0.19751	1.067	-0.53508		gnomAD	v4.1
CXCL13	ENSG00000156234	ENST00000682537	true	true	0.74414	0.777	0.84774		gnomAD	v4.1
CXCL14	ENSG00000145824	ENST00000512158	true	true	0.020967	0.987	0.83521		gnomAD	v4.1
CXCL16	ENSG00000161921	ENST00000293778	true	true	0.00062382	1.035	0.51745		gnomAD	v4.1
CXCL17	ENSG00000189377	ENST00000601181	true	true	0.14388	1.026	0.33581		gnomAD	v4.1
CXCL2	ENSG00000081041	ENST00000508487	true	true	5.463e-05	1.598	0.14677		gnomAD	v4.1
CXCL3	ENSG00000163734	ENST00000296026	true	true	0.00085821	1.383	-0.84141		gnomAD	v4.1
CXCL5	ENSG00000163735	ENST00000296027	true	true	0.00057441	1.465	-0.3641		gnomAD	v4.1
CXCL6	ENSG00000124875	ENST00000226317	true	true	9.59e-09	1.923	-0.5102		gnomAD	v4.1
CXCL8	ENSG00000169429	ENST00000307407	true	true	0.0037199	1.822	-0.81157		gnomAD	v4.1
CXCL9	ENSG00000138755	ENST00000264888	true	true	0.020283	1.359	0.42801		gnomAD	v4.1
CXCR1	ENSG00000163464	ENST00000295683	true	true	0.39496	1.75	0.61426		gnomAD	v4.1
CXCR2	ENSG00000180871	ENST00000318507	true	true	0.24489	1.154	1.9458		gnomAD	v4.1
CXCR4	ENSG00000121966	ENST00000241393	true	true	0.96908	0.514	2.6131		gnomAD	v4.1
CXCR5	ENSG00000160683	ENST00000292174	true	true	0.17949	1.29	2.8258		gnomAD	v4.1
CXCR6	ENSG00000172215	ENST00000304552	true	true	0.013583	1.476	1.9772		gnomAD	v4.1
CXXC1	ENSG00000154832	ENST00000285106	true	true	1	0.37	3.031		gnomAD	v4.1
CXXC4	ENSG00000168772	ENST00000394767	true	true	0.96824	0.496	1.639		gnomAD	v4.1
CXXC5	ENSG00000171604	ENST00000302517	true	true	0.99554	0.367	2.1111		gnomAD	v4.1
CYB561	ENSG00000008283	ENST00000360793	true	true	0.20708	0.707	0.93206		gnomAD	v4.1
CYB561A3	ENSG00000162144	ENST00000294072	true	true	0.00046255	0.956	2.099		gnomAD	v4.1
CYB561D1	ENSG00000174151	ENST00000420578	true	true	7.3393e-05	1.186	-0.25228		gnomAD	v4.1
CYB561D2	ENSG00000114395	ENST00000425346	true	true	5.7734e-05	1.135	0.76273		gnomAD	v4.1
CYB5A	ENSG00000166347	ENST00000340533	true	true	0.038003	1.198	0.33298		gnomAD	v4.1
CYB5B	ENSG00000103018	ENST00000307892	true	true	0.0095451	1.092	0.81732		gnomAD	v4.1
CYB5D1	ENSG00000182224	ENST00000332439	true	true	3.4215e-12	1.58	0.95015		gnomAD	v4.1
CYB5D2	ENSG00000167740	ENST00000301391	true	true	6.2815e-09	1.337	0.11439		gnomAD	v4.1
CYB5R1	ENSG00000159348	ENST00000367249	true	true	7.5507e-10	1.204	0.91606		gnomAD	v4.1
CYB5R2	ENSG00000166394	ENST00000299498	true	true	2.0043e-14	1.471	-1.1884		gnomAD	v4.1
CYB5R3	ENSG00000100243	ENST00000352397	true	true	6.0512e-08	1.074	-1.0086		gnomAD	v4.1
CYB5R4	ENSG00000065615	ENST00000369681	true	true	4.6444e-05	0.815	0.82354		gnomAD	v4.1
CYB5RL	ENSG00000215883	ENST00000534324	true	true	6.476e-13	1.327	0.39162		gnomAD	v4.1
CYBA	ENSG00000051523	ENST00000261623	true	true	2.5895e-10	1.726	-2.4309		gnomAD	v4.1
CYBC1	ENSG00000178927	ENST00000306645	true	true	3.4921e-09	1.556	-0.12492		gnomAD	v4.1
CYBRD1	ENSG00000071967	ENST00000321348	true	true	0.0018442	0.941	0.83951		gnomAD	v4.1
CYC1	ENSG00000179091	ENST00000318911	true	true	0.8463	0.583	-0.60664		gnomAD	v4.1
CYCS	ENSG00000172115	ENST00000305786	true	true	0.97708	0.335	1.3753		gnomAD	v4.1
CYFIP1	ENSG00000273749	ENST00000617928	true	true	0.99995	0.44	3.1531		gnomAD	v4.1
CYFIP2	ENSG00000055163	ENST00000620254	true	true	1	0.274	6.9395		gnomAD	v4.1
CYGB	ENSG00000161544	ENST00000293230	true	true	0.00095233	1.057	0.6518		gnomAD	v4.1
CYHR1	ENSG00000187954	ENST00000530374	true	true	0.0060337	1.163	2.1883		gnomAD	v4.1
CYLC2	ENSG00000155833	ENST00000374798	true	true	1.4165e-08	1.608	-1.6317		gnomAD	v4.1
CYLD	ENSG00000083799	ENST00000427738	true	true	1	0.325	4.7125		gnomAD	v4.1
CYP11A1	ENSG00000140459	ENST00000268053	true	true	0.00033079	0.698	1.8931		gnomAD	v4.1
CYP11B1	ENSG00000160882	ENST00000292427	true	true	2.9594e-08	0.923	-0.26072		gnomAD	v4.1
CYP11B2	ENSG00000179142	ENST00000323110	true	true	1.3679e-10	1.008	0.01061		gnomAD	v4.1
CYP17A1	ENSG00000148795	ENST00000369887	true	true	1.9908e-07	1.249	1.3441		gnomAD	v4.1
CYP19A1	ENSG00000137869	ENST00000396402	true	true	0.016139	0.793	1.2112		gnomAD	v4.1
CYP1A1	ENSG00000140465	ENST00000379727	true	true	9.2763e-18	1.472	0.68511		gnomAD	v4.1
CYP1A2	ENSG00000140505	ENST00000343932	true	true	9.3016e-13	1.355	0.41091		gnomAD	v4.1
CYP1B1	ENSG00000138061	ENST00000610745	true	true	1.5114e-06	1.089	-2.0908		gnomAD	v4.1
CYP20A1	ENSG00000119004	ENST00000356079	true	true	1.6548e-11	1.611	0.17444		gnomAD	v4.1
CYP21A2	ENSG00000231852	ENST00000644719	true	true	8.7239e-06	0.91	1.8091		gnomAD	v4.1
CYP24A1	ENSG00000019186	ENST00000216862	true	true	1.2314e-17	1.507	-1.134		gnomAD	v4.1
CYP26A1	ENSG00000095596	ENST00000224356	true	true	3.7151e-10	1.427	-0.24131		gnomAD	v4.1
CYP26B1	ENSG00000003137	ENST00000001146	true	true	0.99987	0.371	1.2829		gnomAD	v4.1
CYP26C1	ENSG00000187553	ENST00000651965	true	true	5.7243e-20	1.815	-3.3118	outlier_mis	gnomAD	v4.1
CYP27A1	ENSG00000135929	ENST00000258415	true	true	1.9163e-15	1.039	0.10597		gnomAD	v4.1
CYP27B1	ENSG00000111012	ENST00000228606	true	true	9.3072e-14	1.1	0.25516		gnomAD	v4.1
CYP27C1	ENSG00000186684	ENST00000664447	true	true	5.2237e-08	0.95	1.927		gnomAD	v4.1
CYP2A13	ENSG00000197838	ENST00000330436	true	true	2.0882e-08	0.99	-0.99665		gnomAD	v4.1
CYP2A6	ENSG00000255974	ENST00000301141	true	true	3.1144e-06	0.879	-0.045596		gnomAD	v4.1
CYP2A7	ENSG00000198077	ENST00000301146	true	true	1.835e-11	1.158	-0.67091		gnomAD	v4.1
CYP2B6	ENSG00000197408	ENST00000324071	true	true	2.1839e-10	1.044	0.2815		gnomAD	v4.1
CYP2C18	ENSG00000108242	ENST00000285979	true	true	3.4212e-10	1.162	-0.30435		gnomAD	v4.1
CYP2C19	ENSG00000165841	ENST00000371321	true	true	4.6472e-22	1.668	-2.2833		gnomAD	v4.1
CYP2C8	ENSG00000138115	ENST00000371270	true	true	1.9472e-21	1.502	-0.59845		gnomAD	v4.1
CYP2C9	ENSG00000138109	ENST00000260682	true	true	1.188e-20	1.607	-1.9978		gnomAD	v4.1
CYP2D6	ENSG00000100197	ENST00000645361	true	true	8.0482e-23	1.706	-1.3217		gnomAD	v4.1
CYP2D7	ENSG00000205702	ENST00000435101	true	false			-0.37881	no_exp_lof	gnomAD	v4.1
CYP2E1	ENSG00000130649	ENST00000252945	true	true	1.2588e-07	0.914	1.4084		gnomAD	v4.1
CYP2F1	ENSG00000197446	ENST00000331105	true	true	1.8399e-10	1.155	0.91939		gnomAD	v4.1
CYP2J2	ENSG00000134716	ENST00000371204	true	true	4.5568e-12	1.061	0.075521		gnomAD	v4.1
CYP2R1	ENSG00000186104	ENST00000334636	true	true	2.5249e-12	1.113	0.39152		gnomAD	v4.1
CYP2S1	ENSG00000167600	ENST00000310054	true	true	1.0248e-08	0.993	1.3319		gnomAD	v4.1
CYP2U1	ENSG00000155016	ENST00000332884	true	true	4.9537e-08	0.98	0.13159		gnomAD	v4.1
CYP2W1	ENSG00000073067	ENST00000308919	true	true	1.9718e-23	1.835	-2.2878		gnomAD	v4.1
CYP39A1	ENSG00000146233	ENST00000275016	true	true	1.756e-07	1.094	0.48762		gnomAD	v4.1
CYP3A4	ENSG00000160868	ENST00000651514	true	true	1.8249e-06	0.818	1.7594		gnomAD	v4.1
CYP3A43	ENSG00000021461	ENST00000354829	true	true	7.7522e-11	0.957	0.59088		gnomAD	v4.1
CYP3A5	ENSG00000106258	ENST00000222982	true	true	8.1599e-11	1.028	1.3209		gnomAD	v4.1
CYP3A7	ENSG00000160870	ENST00000336374	true	true	2.9484e-13	1.034	1.1674		gnomAD	v4.1
CYP3A7-CYP3A51P	ENSG00000282301	ENST00000620220	true	false	9.6499e-12	0.983	1.1599		gnomAD	v4.1
CYP46A1	ENSG00000036530	ENST00000261835	true	true	0.97685	0.501	2.8689		gnomAD	v4.1
CYP4A11	ENSG00000187048	ENST00000310638	true	true	2.9427e-16	1.119	0.12281		gnomAD	v4.1
CYP4A22	ENSG00000162365	ENST00000371891	true	true	1.0955e-13	1.068	1.3931		gnomAD	v4.1
CYP4B1	ENSG00000142973	ENST00000371923	true	true	9.9168e-13	1.016	0.35604		gnomAD	v4.1
CYP4F11	ENSG00000171903	ENST00000402119	true	true	2.637e-31	1.469	-0.90142		gnomAD	v4.1
CYP4F12	ENSG00000186204	ENST00000550308	true	true	2.8221e-22	1.305	-0.080462		gnomAD	v4.1
CYP4F2	ENSG00000186115	ENST00000221700	true	true	1.7755e-19	1.197	1.0949		gnomAD	v4.1
CYP4F22	ENSG00000171954	ENST00000269703	true	true	5.7941e-07	0.766	1.2449		gnomAD	v4.1
CYP4F3	ENSG00000186529	ENST00000221307	true	true	1.7887e-16	1.134	-0.22077		gnomAD	v4.1
CYP4F8	ENSG00000186526	ENST00000612078	true	true	4.9943e-20	1.232	0.3925		gnomAD	v4.1
CYP4V2	ENSG00000145476	ENST00000378802	true	true	5.1146e-17	1.126	-0.13305		gnomAD	v4.1
CYP4X1	ENSG00000186377	ENST00000371901	true	true	5.6579e-11	0.908	1.8237		gnomAD	v4.1
CYP4Z1	ENSG00000186160	ENST00000334194	true	true	2.0769e-09	1.035	1.1551		gnomAD	v4.1
CYP51A1	ENSG00000001630	ENST00000003100	true	true	1.8135e-10	1.156	1.9862		gnomAD	v4.1
CYP7A1	ENSG00000167910	ENST00000301645	true	true	4.0289e-05	0.82	0.083203		gnomAD	v4.1
CYP7B1	ENSG00000172817	ENST00000310193	true	true	2.4458e-06	0.889	-0.54362		gnomAD	v4.1
CYP8B1	ENSG00000180432	ENST00000316161	true	true	0.088193	1.865	0.57996		gnomAD	v4.1
CYREN	ENSG00000122783	ENST00000393114	true	true	0.011794	1.31	-0.23615		gnomAD	v4.1
CYRIA	ENSG00000197872	ENST00000381323	true	true	0.58986	0.615	2.6696		gnomAD	v4.1
CYRIB	ENSG00000153310	ENST00000519824	true	false	0.99681	0.403	2.7554		gnomAD	v4.1
CYS1	ENSG00000205795	ENST00000381813	true	true	0.0072056	1.86	-2.2896		gnomAD	v4.1
CYSLTR2	ENSG00000152207	ENST00000682523	true	true	0.45268	1.616	0.56837		gnomAD	v4.1
CYSRT1	ENSG00000197191	ENST00000650725	true	true	0.00090319	1.892	0.13927		gnomAD	v4.1
CYSTM1	ENSG00000120306	ENST00000261811	true	true	0.79187	0.657	1.025		gnomAD	v4.1
CYTH1	ENSG00000108669	ENST00000446868	true	true	0.9999	0.414	2.9958		gnomAD	v4.1
CYTH2	ENSG00000105443	ENST00000452733	true	true	0.12834	0.597	2.7451		gnomAD	v4.1
CYTH3	ENSG00000008256	ENST00000350796	true	true	0.82568	0.551	1.7425		gnomAD	v4.1
CYTH4	ENSG00000100055	ENST00000248901	true	true	0.94279	0.516	2.1796		gnomAD	v4.1
CYTIP	ENSG00000115165	ENST00000264192	true	true	6.361e-06	0.897	0.42787		gnomAD	v4.1
CYTL1	ENSG00000170891	ENST00000307746	true	true	6.3125e-08	1.776	-1.4005		gnomAD	v4.1
CYYR1	ENSG00000166265	ENST00000652641	true	true	0.00018618	1.526	-0.095114		gnomAD	v4.1
CZIB	ENSG00000162384	ENST00000294360	true	true	9.3301e-09	1.244	0.71632		gnomAD	v4.1
D2HGDH	ENSG00000180902	ENST00000321264	true	true	4.6247e-07	0.909	0.52596		gnomAD	v4.1
DAAM1	ENSG00000100592	ENST00000360909	true	true	0.53941	0.509	1.9445		gnomAD	v4.1
DAAM2	ENSG00000146122	ENST00000274867	true	true	0.97715	0.488	0.8738		gnomAD	v4.1
DAB1	ENSG00000173406	ENST00000371236	true	true	0.99978	0.407	1.6851		gnomAD	v4.1
DAB2	ENSG00000153071	ENST00000320816	true	true	0.99346	0.479	1.4104		gnomAD	v4.1
DAB2IP	ENSG00000136848	ENST00000408936	true	false	0.99999	0.407	1.5228		gnomAD	v4.1
DACH1	ENSG00000276644	ENST00000613252	true	true	0.99997	0.371	1.1322		gnomAD	v4.1
DACT1	ENSG00000165617	ENST00000395153	true	true	0.16566	0.703	-0.78096		gnomAD	v4.1
DACT2	ENSG00000164488	ENST00000366795	true	true	4.6712e-05	1.469	-0.10019		gnomAD	v4.1
DACT3	ENSG00000197380	ENST00000391916	true	true	0.65123	0.703	-3.1916	outlier_mis,outlier_syn	gnomAD	v4.1
DAD1	ENSG00000129562	ENST00000250498	true	true	0.29025	0.958	0.85016		gnomAD	v4.1
DAG1	ENSG00000173402	ENST00000308775	true	true	1	0.298	2.5564		gnomAD	v4.1
DAGLA	ENSG00000134780	ENST00000257215	true	true	1	0.305	5.1894		gnomAD	v4.1
DAGLB	ENSG00000164535	ENST00000297056	true	true	6.2974e-21	1.121	-1.8376		gnomAD	v4.1
DALRD3	ENSG00000178149	ENST00000341949	true	true	1.0027e-14	1.126	-1.6847		gnomAD	v4.1
DAND5	ENSG00000179284	ENST00000317060	true	true	0.0010181	1.521	0.19988		gnomAD	v4.1
DAO	ENSG00000110887	ENST00000228476	true	true	7.8742e-15	1.222	0.39362		gnomAD	v4.1
DAOA	ENSG00000182346	ENST00000375936	true	true	2.1803e-05	1.457	-1.2421		gnomAD	v4.1
DAP	ENSG00000112977	ENST00000230895	true	true	0.0062249	1.289	0.5474		gnomAD	v4.1
DAP3	ENSG00000132676	ENST00000368336	true	true	0.00081756	0.706	0.75609		gnomAD	v4.1
DAPK1	ENSG00000196730	ENST00000408954	true	true	1	0.383	3.997		gnomAD	v4.1
DAPK2	ENSG00000035664	ENST00000261891	true	false	3.3997e-10	1.055	0.65752		gnomAD	v4.1
DAPK3	ENSG00000167657	ENST00000545797	true	true	7.5695e-05	1.182	-0.45856		gnomAD	v4.1
DAPL1	ENSG00000163331	ENST00000309950	true	true	0.0084161	1.834	-1.1303		gnomAD	v4.1
DAPP1	ENSG00000070190	ENST00000512369	true	true	0.0051196	0.905	1.4451		gnomAD	v4.1
DARS1	ENSG00000115866	ENST00000264161	true	true	4.0557e-06	1.023	0.94301		gnomAD	v4.1
DARS2	ENSG00000117593	ENST00000649689	true	true	8.0697e-13	0.923	1.4245		gnomAD	v4.1
